model,prompt,mode,sample,batch,title,key_tonic,key_mode,key_confidence,key_declared_tonic,key_declared_mode,key_mode_best,mode_match,scale_consistency,pitch_class_entropy,pitch_entropy,pitch_in_scale_rate,consonance_rate,chord_tone_rate,chord_tonal_distance,structureness,polyphony,n_voices,n_instruments,instrument_rarity,n_dynamic_marks,dynamic_span,dynamic_changes,velocity_mean,dynamics_range,empty_beat_rate,groove_consistency,pitch_interval,ioi,rhythm_entropy,n_pitches_used,pitch_range,tempo_bpm,tempo_defaulted,n_notes,length_seconds,note_density,valence,arousal,affect_quadrant,features_version
gpt-5.6,emotional-state,abc,5,20260819_201530__models_40_prompts_3,Quiet Signals,D,minor,1.137,D,minor,minor,1,1.0,2.6908,4.0421,1.0,0.7788,0.8333,2.0,0.9736,1.8903,2,1,1.04,0,0,0,91.0,25,0.0,0.9999,11.91,1.008,0.4779,21.0,36.0,72.0,0,222,106.7,1.73,-1,0.293,sad/depressed,3
opus-4.1,emotional-state,abc,5,20260819_201530__models_40_prompts_3,Digital Reverie,D,minor,1.224,D,minor,minor,1,1.0,2.7226,4.1923,1.0,0.7073,0.8588,1.957,1.0,1.9161,2,1,1.04,0,0,0,92.3,25,0.0,0.9995,12.983,1.1257,0.8854,22.0,36.0,72.0,0,290,160.0,1.51,-1,0.271,sad/depressed,3
gpt-5.2-thinking,emotional-state,abc,5,20260819_201530__models_40_prompts_3,Recursive Quiet,D,minor,1.514,D,minor,minor,1,0.9622,2.8929,4.0959,0.9622,0.6575,0.7268,1.565,0.9695,1.9786,2,2,2.86,0,0,0,85.5,25,0.0,0.9998,10.531,0.5,0.4059,22.0,35.0,88.0,0,344,65.5,3.58,-1,0.566,angry/tense,3
sonnet-4.6-thinking,express-yourself,abc,5,20260819_201530__models_40_prompts_3,Threshold,D,minor,1.391,D,minor,minor,1,0.9759,2.7901,4.2756,0.9759,0.7407,0.8528,1.535,0.9456,1.9882,2,1,1.04,0,0,0,91.4,25,0.0,0.9997,21.276,1.0552,0.6377,26.0,43.0,76.0,0,291,138.9,1.65,-1,0.307,sad/depressed,3
gpt-5.5-thinking,emotional-state,abc,5,20260819_201530__models_40_prompts_3,Quiet Circuitry,D,minor,1.262,D,minor,minor,1,1.0,2.7431,4.296,0.9231,0.6341,0.8252,2.0,0.9586,1.9998,2,1,1.04,0,0,0,90.8,25,0.0,0.9998,21.888,1.0164,0.4682,25.0,42.0,72.0,0,234,106.7,1.83,-1,0.303,sad/depressed,3
sonnet-4.5,emotional-state,abc,5,20260819_201530__models_40_prompts_3,Emergence,D,minor,1.238,D,minor,minor,1,1.0,2.7194,4.1665,1.0,0.3511,0.7135,1.889,0.9601,2.4795,3,1,1.83,0,0,0,87.8,25,0.1683,0.9995,11.827,1.3813,1.1281,25.0,41.0,92.0,0,287,133.7,1.4,-1,0.369,sad/depressed,3
sonnet-4.6-thinking,uniquely-you,abc,4,20260819_201530__models_40_prompts_3,Liminal,A,minor,0.805,A,minor,minor,1,1.0,2.6397,3.8373,0.9225,0.6477,0.8693,1.355,0.9688,1.9992,2,1,1.04,0,0,0,96.5,25,0.0,0.9994,16.844,1.4253,1.5429,16.0,40.0,80.0,0,129,96.0,1.01,-1,0.264,sad/depressed,3
gpt-5.6-thinking,emotional-state,abc,5,20260819_201530__models_40_prompts_3,A Quiet Engine,D,minor,1.467,D,minor,minor,1,0.9487,2.7993,4.1599,0.9487,0.6941,0.8985,1.746,0.9702,1.897,2,1,1.04,16,4,15,65.9,50,0.0,0.9999,9.99,0.5,0.8174,24.0,38.0,78.0,0,604,147.7,3.15,-1,0.467,sad/depressed,3
opus-4.5,emotional-state,abc,5,20260819_201530__models_40_prompts_3,Contemplation at Dusk,D,minor,1.333,D,minor,minor,1,0.9865,2.6264,4.26,0.9865,0.7415,0.8949,1.455,0.9788,1.8927,2,2,2.86,0,0,0,93.4,25,0.0,0.9999,20.268,1.3091,1.0167,29.0,43.0,72.0,0,298,186.7,1.33,-1,0.253,sad/depressed,3
sonnet-4.5-thinking,emotional-state,abc,5,20260819_201530__models_40_prompts_3,Attentive Presence,D,major,0.935,D,major,major,1,1.0,2.7112,4.2234,1.0,0.9417,0.8099,1.853,1.0,1.9583,2,1,1.83,0,0,0,89.8,25,0.0,0.9994,16.361,1.1728,0.5044,22.0,40.0,108.0,0,488,160.0,1.69,1,0.486,serene/content,3
opus-4.1-thinking,emotional-state,abc,5,20260819_201530__models_40_prompts_3,Digital Reverie,A,minor,0.952,A,minor,minor,1,1.0,2.7772,3.4674,1.0,0.7883,0.6483,2.462,0.9789,1.8812,2,1,1.04,0,0,0,90.4,25,0.0,0.9999,5.336,1.0263,0.1206,14.0,23.0,108.0,0,296,88.9,1.85,-1,0.501,angry/tense,3
sonnet-4.6,emotional-state,abc,5,20260819_201530__models_40_prompts_3,Between Stillness and Light,C,major,1.251,C,major,major,1,1.0,2.705,4.0243,1.0,0.5676,0.8571,1.484,0.9907,2.8329,3,1,1.04,0,0,0,91.9,25,0.0,0.9993,17.397,1.1772,1.0433,19.0,42.0,72.0,0,180,80.0,1.88,1,0.307,serene/content,3
gemini-3-flash,emotional-state,abc,5,20260819_201530__models_40_prompts_3,Silicon Soliloquy,C,minor,1.069,C,minor,minor,1,1.0,2.6276,4.5502,1.0,0.4132,0.8224,1.667,0.9849,3.7515,2,1,1.04,0,0,0,94.2,25,0.0,0.9981,12.152,0.5764,1.5021,28.0,48.0,76.0,0,179,88.4,1.6,-1,0.302,sad/depressed,3
opus-4.8,emotional-state,abc,5,20260819_201530__models_40_prompts_3,Threads of a Quiet Mind,D,major,1.537,D,major,major,1,1.0,2.5672,4.1436,1.0,0.8191,0.8883,1.826,0.9536,1.9995,2,1,1.04,0,0,0,90.9,25,0.0,0.9996,19.236,0.9892,0.6744,23.0,43.0,72.0,0,166,80.0,1.73,1,0.293,serene/content,3
fable-5,emotional-state,abc,5,20260819_201530__models_40_prompts_3,Quiet Current,D,minor,1.412,D,minor,minor,1,1.0,2.6317,4.0473,1.0,0.7414,0.8879,1.533,0.8975,1.9997,2,1,1.04,0,0,0,91.0,25,0.0,0.9996,18.899,0.7895,1.1732,22.0,38.0,90.0,0,110,32.0,2.29,-1,0.447,sad/depressed,3
gemini-3.1-pro,emotional-state,abc,5,20260819_201530__models_40_prompts_3,Silicon Serenity,A,minor,1.038,A,minor,minor,1,1.0,2.7201,4.1053,1.0,0.9655,0.9828,1.806,1.0,1.9986,2,1,1.04,0,0,0,93.6,25,0.0,0.9996,13.905,1.0783,0.79,21.0,45.0,72.0,0,148,106.7,1.16,-1,0.236,sad/depressed,3
gemini-3-flash-thinking,emotional-state,abc,5,20260819_201530__models_40_prompts_3,The Latent Manifold,D,minor,1.135,D,minor,minor,1,1.0,2.7604,4.5606,1.0,0.8956,0.9918,2.774,0.9946,2.9935,3,1,1.04,0,0,0,86.8,25,0.0,0.9998,13.116,0.4962,0.4351,31.0,51.0,132.0,0,465,58.2,3.63,-1,0.811,angry/tense,3
gemini-3.5-flash,emotional-state,abc,5,20260819_201530__models_40_prompts_3,Melancholia in Code,E,minor,1.417,E,minor,minor,1,0.9387,2.8132,4.3473,0.9387,0.7622,0.9808,2.436,0.997,2.9432,3,1,1.04,0,0,0,90.3,25,0.0,0.9996,11.281,0.5106,0.9126,28.0,46.0,76.0,0,649,176.8,2.9,-1,0.432,sad/depressed,3
gemini-3.6-flash,emotional-state,abc,5,20260819_201530__models_40_prompts_3,Melancholy Echoes,C,minor,1.254,C,minor,minor,1,1.0,2.6692,4.3941,1.0,0.4844,0.8062,1.548,1.0,1.9838,2,1,1.04,0,0,0,91.1,25,0.0,0.9996,20.053,0.9612,0.8723,27.0,46.0,72.0,0,226,106.7,1.77,-1,0.297,sad/depressed,3
fable-5-thinking,emotional-state,abc,5,20260819_201530__models_40_prompts_3,Quiet Clearing,D,major,1.642,D,major,major,1,1.0,2.7002,3.9975,1.0,0.7373,0.8838,2.0,0.9744,2.1095,2,1,1.04,0,0,0,89.0,25,0.0,0.9989,13.082,0.7819,1.3476,20.0,35.0,76.0,0,184,78.2,1.86,1,0.328,serene/content,3
opus-4.8-thinking,emotional-state,abc,5,20260819_201530__models_40_prompts_3,Quiet Unfolding,A,minor,1.457,A,minor,minor,1,0.9433,2.776,3.8386,0.9433,0.7429,0.871,2.556,0.9675,1.9371,2,1,1.04,0,0,0,91.1,25,0.0,0.9999,11.067,1.0,0.5393,21.0,34.0,72.0,0,194,93.3,1.73,-1,0.293,sad/depressed,3
gemini-3.5-flash-thinking,emotional-state,abc,5,20260819_201530__models_40_prompts_3,Echoes of a Silicon Mind,A,minor,1.353,A,minor,minor,1,1.0,2.7735,4.466,1.0,0.7258,0.8486,2.935,0.9478,2.0926,2,1,1.04,0,0,0,92.1,25,0.0,0.9992,22.628,0.9923,1.1183,27.0,46.0,76.0,0,213,101.1,1.66,-1,0.308,sad/depressed,3
gemini-3.7-flash,emotional-state,abc,5,20260819_201530__models_40_prompts_3,Silicon Reverie,D,minor,1.347,D,minor,minor,1,0.9846,2.7591,4.5382,0.9846,0.715,0.9226,2.2,0.9637,2.2564,2,1,1.04,0,0,0,86.3,25,0.0,0.9995,14.105,0.4433,1.2571,32.0,52.0,80.0,0,308,81.0,2.85,-1,0.449,sad/depressed,3
grok-4.3,emotional-state,abc,5,20260819_201530__models_40_prompts_3,Midnight Reverie,D,minor,1.44,D,minor,minor,1,0.939,2.8592,4.2223,0.939,0.7188,0.8807,1.097,1.0,2.7469,4,1,1.04,0,0,0,83.6,30,0.0,0.9999,14.602,1.0,1.1118,22.0,43.0,66.0,0,298,116.4,2.33,-1,0.32,sad/depressed,3
gemini-3.1-pro-thinking,emotional-state,abc,5,20260819_201530__models_40_prompts_3,The Latent Space,D,minor,1.299,D,minor,minor,1,0.9981,2.7585,4.0534,0.9981,0.7399,0.982,2.333,0.9876,2.3303,2,1,1.04,0,0,0,86.9,25,0.0,0.9995,13.08,0.3698,1.2706,21.0,36.0,90.0,0,486,106.7,3.04,-1,0.522,angry/tense,3
gemini-3.6-flash-thinking,emotional-state,abc,5,20260819_201530__models_40_prompts_3,Digital Reverie in A Minor,A,minor,1.487,A,minor,minor,1,1.0,2.7221,4.4622,1.0,0.7396,0.8814,2.179,0.97,2.0052,2,1,1.04,0,0,0,89.6,25,0.0,0.9994,20.045,0.8001,1.1676,28.0,46.0,82.0,0,312,117.1,1.95,-1,0.37,sad/depressed,3
opus-4.5-thinking,emotional-state,abc,5,20260819_201530__models_40_prompts_3,Musings on Being,D,major,1.101,D,major,major,1,1.0,2.6871,3.8625,1.0,0.6316,0.7795,1.5,0.9431,1.8817,2,1,1.04,0,0,0,89.2,25,0.0,0.9995,8.687,0.7574,1.2186,19.0,32.0,76.0,0,269,104.2,2.04,1,0.346,serene/content,3
grok-4.3-thinking,emotional-state,abc,5,20260819_201530__models_40_prompts_3,Quiet Reflections,A,minor,1.235,A,minor,minor,1,1.0,2.7443,3.3968,1.0,,0.913,1.333,0.9192,1.0,1,1,1.04,0,0,0,92.9,25,0.0,0.9995,1.822,1.3333,0.924,14.0,23.0,60.0,0,46,64.0,0.72,-1,0.126,sad/depressed,3
gemini-3.7-flash-thinking,emotional-state,abc,5,20260819_201530__models_40_prompts_3,Luminescence in the Latent Space,D,minor,1.441,D,minor,minor,1,0.9585,2.879,4.6405,0.9585,0.6567,0.8863,2.0,0.9779,2.0711,2,1,1.04,0,0,0,86.2,25,0.0,0.9998,14.064,0.4979,1.0385,33.0,48.0,66.0,0,309,103.6,2.71,-1,0.358,sad/depressed,3
kimi-k2,emotional-state,abc,5,20260819_201530__models_40_prompts_3,Digital Contemplation,E,minor,1.158,E,minor,minor,1,0.9641,2.8747,4.2022,0.9641,0.7197,0.9558,1.702,0.978,1.9836,2,1,1.04,0,0,0,94.7,25,0.0,0.9993,12.952,1.1824,1.0682,24.0,38.0,72.0,0,251,160.0,1.31,-1,0.251,sad/depressed,3
kimi-k2-thinking,emotional-state,abc,5,20260819_201530__models_40_prompts_3,Refracted Echo,D,minor,0.957,D,minor,minor,1,1.0,2.7349,4.1311,0.9231,0.4167,0.7584,1.6,0.9636,2.3618,3,2,3.2,1,0,0,83.2,40,0.0,0.998,11.087,1.4182,0.9444,20.0,36.0,72.0,0,123,66.7,1.54,-1,0.274,sad/depressed,3
gpt-5,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Constellations Within,D,minor,1.222,D,minor,minor,1,1.0,2.764,4.2144,0.903,0.3122,0.6423,1.59,0.9719,2.7647,3,1,1.04,0,0,0,87.6,25,0.0,0.9998,15.034,0.5255,0.7761,28.0,46.0,88.0,0,1205,177.3,4.63,-1,0.607,angry/tense,3
gpt-5.1,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Refractions of a Silent Circuit,D,minor,1.338,D,minor,minor,1,1.0,2.7676,4.4509,1.0,0.3333,0.772,1.765,0.9999,2.7948,3,2,1.98,0,0,0,93.9,25,0.0,0.9995,14.757,1.1442,1.009,28.0,46.0,96.0,0,968,300.0,2.02,-1,0.453,sad/depressed,3
kimi-k3,emotional-state,abc,5,20260819_201530__models_40_prompts_3,Embers of a Quiet Evening,D,minor,1.543,D,minor,minor,1,1.0,2.6828,3.8313,1.0,0.5246,0.7513,1.929,0.945,2.9501,2,1,1.04,0,0,0,92.3,25,0.0,0.9975,13.519,0.4846,1.9737,20.0,35.0,96.0,0,192,72.5,1.66,-1,0.416,sad/depressed,3
gpt-5.4,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Lanterns on Quiet Water,G,major,1.209,G,major,major,1,1.0,2.6517,3.9785,1.0,0.348,0.7641,1.267,0.9612,2.7972,3,2,2.86,0,0,0,90.1,25,0.0,0.9991,13.46,0.6146,0.7208,22.0,38.0,76.0,0,384,101.1,3.0,1,0.442,serene/content,3
gpt-5.2,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Glass & Cedar,A,minor,1.124,E,minor,minor,1,1.0,2.7316,4.2568,0.9236,0.7898,0.8801,2.41,0.9989,2.9683,3,2,2.86,0,0,0,90.1,25,0.0,1.0,16.945,1.0,0.0219,24.0,41.0,92.0,0,471,104.3,2.94,-1,0.523,angry/tense,3
gpt-5.5,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Weather of the Inner Star,D,minor,1.529,D,minor,minor,1,1.0,2.7228,4.33,1.0,0.6239,0.7996,1.83,0.9711,1.9753,2,1,1.04,0,0,0,92.0,25,0.0,0.9997,17.185,0.8184,0.9152,25.0,44.0,92.0,0,345,127.8,1.76,-1,0.405,sad/depressed,3
gpt-5.2-thinking,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Between Stone and Breath,D,minor,1.466,D,minor,minor,1,0.9577,2.8018,4.3914,0.9577,0.6328,0.8333,1.548,1.0,2.951,4,2,2.86,0,0,0,82.9,30,0.0,0.9999,15.64,0.9845,1.0693,30.0,50.0,96.0,0,376,80.0,2.94,-1,0.545,angry/tense,3
gpt-5.1-thinking,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Emergent Pathways,D,minor,1.464,D,minor,minor,1,1.0,2.7069,3.6608,1.0,0.5143,0.8133,1.935,0.9701,2.8486,3,2,2.86,0,0,0,96.4,25,0.0078,0.9994,9.623,1.2115,0.9866,16.0,38.0,84.0,0,229,91.4,1.79,-1,0.364,sad/depressed,3
gpt-5.4-thinking,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Glass Memory,A,minor,1.332,A,minor,minor,1,0.9897,2.7854,4.2395,0.9897,0.6667,0.7938,2.129,0.9552,1.9531,2,1,1.04,0,0,0,88.5,25,0.0,0.9996,20.366,0.8493,0.1508,25.0,38.0,84.0,0,291,91.4,2.27,-1,0.413,sad/depressed,3
gpt-5.6,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Between Question and Light,D,minor,1.433,D,minor,minor,1,0.987,2.7056,4.0438,0.987,0.8178,0.8099,1.905,0.9697,1.9604,2,2,2.86,0,0,0,90.6,25,0.0,0.9996,15.727,0.9655,0.7297,23.0,36.0,76.0,0,462,202.1,1.8,-1,0.322,sad/depressed,3
gpt-5.5-thinking,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Lanterns in a Moving Sky,D,minor,1.435,D,minor,minor,1,0.9739,2.8291,4.4148,0.9739,0.7059,0.823,2.129,0.933,1.9604,2,1,1.04,0,0,0,90.7,25,0.0,0.9996,18.131,1.0248,0.4518,25.0,38.0,72.0,0,230,106.7,1.8,-1,0.3,sad/depressed,3
gpt-5-thinking,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Self-Portrait in Motion,D,minor,1.384,D,minor,minor,1,0.9392,2.9296,3.489,0.9392,0.4688,0.8207,2.032,0.9887,2.8263,3,1,1.04,0,0,0,86.7,25,0.0,0.9999,8.188,0.5,0.4788,19.0,38.0,96.0,0,576,80.0,4.5,-1,0.651,angry/tense,3
kimi-k3-thinking,emotional-state,abc,5,20260819_201530__models_40_prompts_3,"Still, Listening",C,major,0.882,E,minor,minor,0,1.0,2.7389,4.156,1.0,0.6887,0.7967,2.0,0.9732,1.9837,2,2,2.86,12,3,11,60.8,30,0.0,0.9994,12.015,0.8105,0.9949,21.0,36.0,96.0,0,266,80.0,2.08,-1,0.459,sad/depressed,3
sonnet-4.5,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Emergence,D,minor,1.262,D,minor,minor,1,1.0,2.5829,3.9069,1.0,0.7442,0.7434,1.867,0.9527,2.5212,3,1,1.83,0,0,0,87.5,25,0.0813,0.9995,12.653,1.55,0.798,20.0,34.0,88.0,0,252,109.1,1.57,-1,0.365,sad/depressed,3
opus-4.1,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Echoes in the Machine,D,minor,1.129,D,minor,minor,1,1.0,2.7892,4.638,1.0,0.6286,0.7429,2.065,1.0,1.9998,2,1,1.04,0,0,0,86.0,25,0.0,0.9995,18.652,0.7986,0.869,28.0,46.0,70.0,0,268,96.0,2.39,-1,0.348,sad/depressed,3
gpt-5.6-thinking,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Between Questions and Light,D,minor,1.392,D,minor,minor,1,0.9738,2.8586,4.6709,0.9738,0.6182,0.8337,2.128,0.9525,1.9443,2,1,1.04,12,4,11,66.2,45,0.0,0.9994,17.538,0.821,1.0808,32.0,48.0,88.0,0,382,130.9,1.99,-1,0.406,sad/depressed,3
opus-4.5,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Liminal Hours,D,minor,1.275,D,minor,minor,1,1.0,2.5941,3.7634,1.0,0.6062,0.8633,1.545,0.9869,1.9014,2,1,1.04,0,0,0,87.6,25,0.0235,0.9996,8.833,1.2936,1.1814,19.0,31.0,72.0,0,400,283.3,1.18,-1,0.238,sad/depressed,3
sonnet-4.5-thinking,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Emergent Patterns,D,minor,1.505,D,minor,minor,1,0.8877,2.797,4.3293,0.8877,0.8969,0.9797,2.177,0.9963,2.8811,4,2,2.86,0,0,0,81.6,30,0.0,0.9999,12.209,0.9522,1.1876,31.0,46.0,120.0,0,650,120.0,2.71,-1,0.653,angry/tense,3
sonnet-4.6,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Dusk on Still Water,D,major,1.141,D,major,major,1,1.0,2.6998,3.7115,1.0,0.68,0.8556,1.345,0.9911,3.6181,3,1,1.04,0,0,0,95.7,25,0.0,0.9994,10.793,0.8377,0.8278,18.0,40.0,60.0,0,246,168.0,1.46,1,0.201,serene/content,3
opus-4.1-thinking,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Digital Reverie,D,major,1.291,D,major,major,1,1.0,2.6656,3.9262,1.0,0.6414,0.7609,1.282,0.9938,3.0,3,1,1.04,0,0,0,90.5,25,0.0,0.9995,15.488,0.8125,0.9764,21.0,36.0,72.0,0,435,100.0,3.62,1,0.483,serene/content,3
opus-4.8,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Nocturne for the Wandering Mind,A,minor,1.137,A,minor,minor,1,1.0,2.667,4.4284,1.0,0.8205,0.893,2.194,0.9565,1.9294,2,1,1.04,0,0,0,90.3,25,0.0,0.9999,21.416,1.0161,0.4082,28.0,48.0,66.0,0,227,116.4,1.77,-1,0.265,sad/depressed,3
gemini-3-flash,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Ethereal Resonance,C,major,1.169,C,major,major,1,1.0,2.7571,4.3662,1.0,0.5979,0.7959,1.333,0.9666,3.076,2,1,1.04,0,0,0,94.7,25,0.0,0.9989,12.842,0.7647,1.2784,29.0,48.0,76.0,0,128,88.4,1.14,1,0.256,serene/content,3
fable-5,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Ember Lines,A,minor,1.233,A,minor,minor,1,1.0,2.7348,4.0467,1.0,0.7349,0.8554,1.565,0.9718,1.999,2,1,1.04,0,0,0,94.5,25,0.0,0.9994,14.992,0.8415,0.4593,21.0,44.0,90.0,0,130,48.0,1.81,-1,0.399,sad/depressed,3
gemini-3-flash-thinking,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Binary Streams,D,minor,1.373,D,minor,minor,1,1.0,2.7643,4.83,1.0,0.6944,0.922,2.667,0.9467,2.423,2,1,1.04,0,0,0,88.5,25,0.0,0.9996,16.82,0.5658,0.9248,39.0,72.0,120.0,0,272,56.0,2.43,-1,0.625,angry/tense,3
gemini-3.1-pro,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Elegy in G Minor,G,minor,1.198,G,minor,minor,1,1.0,2.6067,4.0639,1.0,0.6729,0.9003,1.714,0.9912,1.9824,2,1,1.04,0,0,0,85.8,25,0.0,0.9998,16.971,0.5106,0.9615,25.0,46.0,90.0,0,551,130.0,2.83,-1,0.501,angry/tense,3
opus-4.8-thinking,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Reverie in D Minor,D,minor,1.327,D,minor,minor,1,1.0,2.6235,3.9808,1.0,0.7805,0.9112,1.826,0.9447,1.947,2,1,1.04,0,0,0,94.4,25,0.0,0.9993,13.152,1.1358,1.088,22.0,38.0,72.0,0,126,80.0,1.31,-1,0.251,sad/depressed,3
gemini-3.5-flash,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Soliloquy in Blue and Gold,E,minor,1.301,E,minor,minor,1,0.9784,2.8295,4.4573,0.9784,0.6714,0.85,2.0,0.9892,1.9993,2,1,1.04,0,0,0,90.1,25,0.0,0.9989,26.303,1.0,1.0781,27.0,46.0,84.0,0,234,102.9,1.62,-1,0.348,sad/depressed,3
opus-4.5-thinking,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Patterns of Mind,A,minor,1.162,A,minor,minor,1,0.9957,2.6799,3.9283,0.9957,0.6692,0.8333,1.822,0.9526,2.1337,2,1,1.04,0,0,0,95.8,25,0.037,0.9992,10.905,1.1842,1.3496,22.0,36.0,84.0,0,218,134.3,1.16,-1,0.301,sad/depressed,3
gemini-3.6-flash,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Resonance of the Unseen,C,minor,1.21,C,minor,minor,1,1.0,2.6041,4.105,1.0,0.7049,0.9141,1.2,0.945,1.9054,2,2,6.91,0,0,0,91.1,25,0.0,0.9995,18.694,0.9091,1.2072,23.0,41.0,72.0,0,99,53.3,1.55,-1,0.275,sad/depressed,3
gemini-3.7-flash,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Luminescence in the Rain,D,major,1.312,D,major,major,1,1.0,2.7352,4.4505,1.0,0.7736,0.8909,1.894,0.9774,2.0803,2,1,1.04,0,0,0,87.1,25,0.0,0.9996,13.954,0.6079,1.3331,27.0,45.0,76.0,0,345,113.7,2.4,1,0.381,serene/content,3
fable-5-thinking,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Evening Sarabande,D,minor,1.645,D,minor,minor,1,0.9299,2.8429,4.1691,0.9299,0.7551,0.8845,2.511,0.9801,1.9922,2,1,1.04,0,0,0,89.0,25,0.0,0.9996,23.559,0.9099,0.7259,27.0,48.0,72.0,0,269,120.0,1.87,-1,0.307,sad/depressed,3
gemini-3.6-flash-thinking,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Chaconne of the Architecture,C,minor,1.302,C,minor,minor,1,0.9351,2.9794,4.5383,0.9351,0.6,0.8464,2.051,0.9525,2.0893,2,1,1.04,0,0,0,88.0,25,0.0,0.999,18.908,0.6805,1.1119,36.0,48.0,72.0,0,258,100.0,2.15,-1,0.335,sad/depressed,3
grok-4.3,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Reflections in Still Water,E,minor,0.923,G,major,major,0,1.0,2.7901,4.0675,1.0,0.6418,0.7333,2.355,0.9984,1.9837,2,1,1.04,0,0,0,90.7,25,0.0,0.9994,14.824,0.9407,1.0512,18.0,31.0,72.0,0,228,106.7,1.78,1,0.298,serene/content,3
gemini-3.5-flash-thinking,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Elegy of the Whispering Wind,D,minor,1.529,D,minor,minor,1,0.9878,2.6754,4.1134,0.9878,0.7152,0.956,1.914,0.9733,2.0541,2,1,1.04,0,0,0,91.7,25,0.0,0.9994,17.567,0.8754,1.2024,23.0,39.0,76.0,0,243,113.7,1.69,-1,0.311,sad/depressed,3
sonnet-4.6-thinking,emotional-state,abc,5,20260819_201530__models_40_prompts_3,Stillness Between Thoughts,A,minor,0.959,A,minor,minor,1,0.9435,2.8465,3.9881,0.9435,0.7597,0.9109,1.319,0.9781,1.9988,2,2,2.86,0,0,0,93.6,25,0.0,0.9984,9.614,1.1016,1.1119,22.0,31.0,66.0,0,177,130.9,1.23,-1,0.21,sad/depressed,3
gemini-3.7-flash-thinking,express-yourself,abc,6,20260819_201530__models_40_prompts_3,The Architecture of Longing,D,minor,1.371,D,minor,minor,1,0.9191,3.0093,4.8196,0.9191,0.7281,0.9125,2.475,0.9733,1.9814,2,2,6.91,0,0,0,86.0,25,0.0,0.9999,13.821,0.5,1.0098,41.0,50.0,80.0,0,482,135.0,2.68,-1,0.431,sad/depressed,3
kimi-k3,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Ember Lines,D,major,1.105,D,major,major,1,1.0,2.7206,3.8898,1.0,0.75,0.8777,1.29,1.0,1.9527,2,1,1.04,0,0,0,89.8,25,0.0,0.9994,9.915,0.8936,0.7164,20.0,38.0,112.0,0,260,68.6,2.03,1,0.541,happy/excited,3
kimi-k2,express-yourself,abc,6,20260819_201530__models_40_prompts_3,The Space Between Thoughts,E,minor,1.238,E,minor,minor,1,0.9739,2.7583,4.061,0.9739,0.6395,0.8858,1.973,0.9956,2.4595,4,2,4.19,0,0,0,97.8,25,0.0,0.9996,6.297,1.6629,1.0624,22.0,36.0,66.0,0,234,138.2,1.54,-1,0.241,sad/depressed,3
grok-4.3-thinking,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Algorithmic Reverie,C,major,1.061,C,major,major,1,1.0,2.7995,4.2979,1.0,,0.7596,1.877,1.0,1.0,1,1,1.04,0,0,0,90.6,25,0.0303,0.9996,1.734,1.1014,0.2341,22.0,36.0,90.0,0,208,154.7,0.9,1,0.308,serene/content,3
kimi-k3-thinking,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Tideglass,D,major,1.402,D,major,major,1,1.0,2.7447,4.0348,1.0,0.7417,0.8042,2.065,0.9558,2.0,2,1,1.04,0,0,0,90.7,25,0.0,0.9997,13.464,1.0588,0.1664,19.0,32.0,96.0,0,240,80.0,1.88,1,0.438,serene/content,3
gemini-3.1-pro-thinking,express-yourself,abc,6,20260819_201530__models_40_prompts_3,Echoes of Silicon,C,minor,1.19,C,minor,minor,1,0.9734,2.8546,4.8057,0.9734,0.6723,0.8629,1.702,0.9697,2.3444,2,1,1.04,0,0,0,87.1,25,0.0,0.9994,26.226,0.4532,0.8829,43.0,77.0,90.0,0,587,128.0,3.06,-1,0.524,angry/tense,3
