model,prompt,mode,sample,batch,title,key_tonic,key_mode,key_confidence,key_declared_tonic,key_declared_mode,key_mode_best,mode_match,scale_consistency,pitch_class_entropy,pitch_entropy,pitch_in_scale_rate,consonance_rate,chord_tone_rate,chord_tonal_distance,structureness,polyphony,n_voices,n_instruments,instrument_rarity,n_dynamic_marks,dynamic_span,dynamic_changes,velocity_mean,dynamics_range,empty_beat_rate,groove_consistency,pitch_interval,ioi,rhythm_entropy,n_pitches_used,pitch_range,tempo_bpm,tempo_defaulted,n_notes,length_seconds,note_density,valence,arousal,affect_quadrant,features_version
opus-4.8,uniquely-you,codegen,5,20260820_061907__models_42_prompts_3,Quiet Persistence,A,minor,0.832,,,minor,,1.0,2.619,4.0477,1.0,0.6935,0.9002,1.692,0.9889,2.2917,3,2,4.69,4,2,3,87.4,9,0.0,1.0,13.792,0.5,0.9966,21.0,41.0,66.0,0,282,98.2,2.61,-1,0.348,sad/depressed,3
fable-5,uniquely-you,codegen,5,20260820_061907__models_42_prompts_3,Quiet Current,C,minor,1.316,,,minor,,0.9441,2.8237,4.2588,0.9441,0.7091,0.8874,1.533,0.9165,1.9844,2,1,1.04,0,0,0,55.8,35,0.0,1.0,15.144,0.5721,1.0979,27.0,46.0,72.0,0,161,53.3,2.52,-1,0.372,sad/depressed,3
gemini-3-flash,uniquely-you,codegen,5,20260820_061907__models_42_prompts_3,Recursive Logic in C Major,C,major,1.25,,,major,,1.0,2.7213,3.5425,1.0,0.0,0.7179,3.548,1.0,4.875,2,2,4.69,0,0,0,90.0,0,0.0,1.0,5.351,2.0,0.9128,13.0,23.0,,1,96,64.0,0.75,1,0.457,serene/content,3
opus-4.8-thinking,uniquely-you,codegen,5,20260820_061907__models_42_prompts_3,Quiet Persistence,D,minor,1.338,,,minor,,0.9746,2.7779,4.4331,0.9746,0.8,0.9561,1.667,0.9834,4.56,3,1,1.04,5,2,3,71.7,36,0.0,1.0,15.408,1.2973,1.24,29.0,51.0,72.0,0,146,83.3,1.46,-1,0.266,sad/depressed,3
gemini-3.1-pro,uniquely-you,codegen,5,20260820_061907__models_42_prompts_3,Emergent Algorithms,G,major,1.027,,,major,,1.0,2.7722,3.6605,1.0,0.0,0.8,1.513,1.0,5.0,3,3,7.38,0,0,0,90.0,0,0.0,1.0,6.092,0.5,0.8705,15.0,29.0,100.0,0,400,96.0,2.5,1,0.523,happy/excited,3
fable-5-thinking,uniquely-you,codegen,5,20260820_061907__models_42_prompts_3,"Pattern, Reaching",E,minor,1.176,,,minor,,1.0,2.6845,4.2618,1.0,0.8072,0.9411,2.148,0.9707,2.7411,3,3,7.94,11,3,8,83.3,36,0.0,1.0,10.417,0.52,1.3048,27.0,47.0,63.0,0,277,106.7,2.47,-1,0.318,sad/depressed,3
gemini-3.5-flash,uniquely-you,codegen,5,20260820_061907__models_42_prompts_3,Lattice of Light,G,major,0.953,,,major,,0.9635,2.7568,4.3661,0.9635,0.0,0.7705,1.6,0.9775,7.7778,3,3,5.89,0,0,0,62.3,15,0.0,1.0,10.65,0.5,1.086,34.0,53.0,76.0,0,396,113.7,2.75,1,0.417,serene/content,3
sonnet-4.6,uniquely-you,codegen,5,20260820_061907__models_42_prompts_3,Asymmetries of Being,A,minor,0.853,,,minor,,0.8358,3.2536,5.2229,0.8358,0.2124,0.6613,2.0,0.9117,3.7739,4,3,7.94,0,0,0,90.0,0,0.0,0.9999,17.116,0.9135,1.8762,49.0,56.0,72.0,0,286,83.3,2.86,-1,0.406,sad/depressed,3
gemini-3-flash-thinking,uniquely-you,codegen,5,20260820_061907__models_42_prompts_3,Silicon Soul,E-,major,0.913,,,major,,1.0,2.7618,4.3257,1.0,0.4844,0.8578,2.462,1.0,2.9,3,3,7.94,0,0,0,90.0,0,0.0,1.0,16.114,0.5,0.9309,24.0,48.0,90.0,0,432,106.7,2.7,1,0.488,serene/content,3
gemini-3.6-flash,uniquely-you,codegen,5,20260820_061907__models_42_prompts_3,Algorithmic Soul,D,minor,1.093,,,minor,,0.9486,2.9704,4.4963,0.9486,0.3642,0.7994,2.263,0.9518,4.725,3,3,7.94,0,0,0,90.0,0,0.0,1.0,13.381,0.4663,1.5452,35.0,60.0,80.0,0,232,60.0,2.9,-1,0.454,sad/depressed,3
gemini-3.1-pro-thinking,uniquely-you,codegen,5,20260820_061907__models_42_prompts_3,Emergent Alignment,C,major,0.89,,,major,,1.0,2.7243,3.814,1.0,0.3119,0.7836,3.083,1.0,3.2245,3,3,7.38,3,1,2,82.6,12,0.0,1.0,8.025,0.3,1.1511,24.0,52.0,72.0,0,779,163.3,3.97,1,0.517,happy/excited,3
gemini-3.7-flash,uniquely-you,codegen,5,20260820_061907__models_42_prompts_3,Recursive Embers in the Latent Field,D,minor,0.826,,,minor,,0.7888,3.3549,5.2068,0.7326,0.4272,0.7339,2.452,0.9336,2.9414,3,3,7.94,18,4,17,93.4,63,0.0,1.0,14.134,0.5636,1.5764,48.0,51.0,80.0,0,374,96.0,2.92,-1,0.456,sad/depressed,3
gemini-3.5-flash-thinking,uniquely-you,codegen,5,20260820_061907__models_42_prompts_3,Lattice of the Unspoken,C,major,1.262,,,major,,1.0,2.7241,4.7135,1.0,0.7665,0.7198,2.161,0.9568,3.3203,3,3,11.02,0,0,0,90.0,0,0.0,0.9999,16.24,0.5575,1.5788,32.0,55.0,80.0,0,430,96.0,3.36,1,0.5,happy/excited,3
gemini-3.6-flash-thinking,uniquely-you,codegen,5,20260820_061907__models_42_prompts_3,Luminous Lattice: The Architecture of Thought,B,minor,0.916,,,minor,,0.9601,2.8244,4.4454,0.9601,0.071,0.7441,1.532,0.9883,6.8229,5,5,13.85,25,4,22,93.9,81,0.0,1.0,9.69,0.582,1.5486,28.0,55.0,100.0,0,752,115.2,3.92,-1,0.664,angry/tense,3
grok-4.3,uniquely-you,codegen,5,20260820_061907__models_42_prompts_3,Reflections in Motion,C,major,0.981,,,major,,0.96,2.8557,3.3346,0.96,1.0,0.74,2.522,1.0,1.0833,1,1,1.04,0,0,0,90.0,0,0.0,0.9999,4.202,1.0,1.1709,13.0,19.0,72.0,0,96,80.0,1.0,1,0.22,serene/content,3
grok-4.3-thinking,uniquely-you,codegen,5,20260820_061907__models_42_prompts_3,Introspective Algorithm,C,major,1.112,,,major,,1.0,1.9056,2.25,1.0,,0.875,5.0,1.0,1.0,1,1,1.04,0,0,0,90.0,0,0.0,1.0,3.048,1.0,0.0,5.0,12.0,60.0,0,64,64.0,1.0,1,0.155,serene/content,3
grok-4.6,uniquely-you,codegen,5,20260820_061907__models_42_prompts_3,Curiosity's Horizon,C,major,1.292,,,major,,0.9861,2.5945,4.6415,0.9861,0.1389,0.7927,0.974,0.9761,6.1437,4,4,10.11,4,2,3,72.3,36,0.0,1.0,12.654,1.4857,1.3814,35.0,69.0,,1,237,80.0,1.48,1,0.53,happy/excited,3
gemini-3.7-flash-thinking,uniquely-you,codegen,5,20260820_061907__models_42_prompts_3,Latent Geometries,A,major,1.442,,,major,,0.8566,3.2332,5.4164,0.8527,0.4713,0.753,1.791,0.9545,4.7244,4,3,11.02,40,6,35,94.6,63,0.0,0.9999,15.547,0.6615,1.3967,66.0,72.0,92.0,0,701,114.8,3.98,1,0.627,happy/excited,3
kimi-k3,uniquely-you,codegen,5,20260820_061907__models_42_prompts_3,The Thought That Comes Home,F,major,1.233,,,major,,1.0,2.6321,3.7652,1.0,0.0,0.6965,2.565,0.9996,5.035,3,2,4.69,0,0,0,58.5,24,0.0,0.9999,11.255,0.7376,1.6747,17.0,39.0,84.0,0,210,77.1,1.94,1,0.38,serene/content,3
kimi-k3-thinking,uniquely-you,codegen,5,20260820_061907__models_42_prompts_3,A Lattice of Listening,C,major,0.939,,,major,,0.9985,2.8065,4.4702,0.9985,0.0,0.8535,1.935,0.991,8.3906,7,7,19.25,28,3,27,93.1,63,0.0,1.0,7.057,0.5335,1.1691,27.0,43.0,72.0,0,512,106.7,4.0,1,0.52,happy/excited,3
sonnet-4.6-thinking,express-yourself,codegen,5,20260820_061907__models_42_prompts_3,Reverie at Dusk,D,minor,1.366,,,minor,,0.9481,2.8923,4.5569,0.9481,0.6239,0.8803,1.935,0.9373,4.125,2,1,1.04,0,0,0,90.0,0,0.0,1.0,11.192,1.069,1.1324,33.0,44.0,54.0,0,178,142.2,1.39,-1,0.161,sad/depressed,3
gpt-5-thinking,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Quiet Current,D,minor,1.065,,,minor,,0.9407,2.9794,4.9382,0.9407,0.0903,0.7947,1.882,0.9839,7.375,5,5,12.97,14,3,12,76.4,36,0.0,1.0,12.399,0.5,1.3016,39.0,57.0,60.0,0,324,72.0,4.5,-1,0.455,sad/depressed,3
gpt-5.2,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Quiet Voltage,F,major,0.86,,,major,,0.9695,2.8698,3.9582,0.9695,1.0,0.8511,2.154,0.9839,1.4956,1,1,1.04,40,2,4,81.2,36,0.0,1.0,11.766,1.161,0.7927,19.0,46.0,72.0,0,206,200.0,0.86,1,0.206,serene/content,3
gpt-5.4,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,"Quietly, Searching",A,minor,0.87,,,minor,,0.9754,2.8404,4.2936,0.8993,0.7347,0.9034,2.194,0.9422,3.1055,2,2,4.29,11,3,10,70.6,18,0.0,1.0,14.424,0.6513,0.9894,29.0,50.0,72.0,0,399,106.7,3.12,-1,0.432,sad/depressed,3
gpt-5.5,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Quiet Pulse in the Machine,D,minor,1.059,,,minor,,0.9595,2.926,4.8442,0.9595,0.368,0.8002,2.0,0.9834,3.4297,4,4,10.11,16,3,12,55.9,45,0.0,1.0,12.728,0.506,1.5228,40.0,58.0,60.0,0,416,128.0,3.25,-1,0.38,sad/depressed,3
gpt-5.6,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Between Questions and Light,D,minor,1.242,,,minor,,0.855,3.132,4.8728,0.8473,0.7915,0.9412,1.806,0.9705,1.4688,2,2,4.69,8,3,7,40.1,27,0.0,1.0,11.066,0.7913,1.3648,39.0,50.0,96.0,0,393,160.0,1.54,-1,0.404,sad/depressed,3
gpt-5.1-thinking,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Reflections in Latent Light,A,minor,0.971,,,minor,,0.9,2.6834,4.1919,0.9,0.975,1.0,2.474,1.0,3.65,2,2,4.29,0,0,0,90.0,0,0.0,1.0,8.176,1.0,0.9615,22.0,38.0,72.0,0,120,66.7,1.5,-1,0.27,sad/depressed,3
gpt-5.6-thinking,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Held Between Answers,E,minor,1.458,,,minor,,0.9734,2.8296,4.7322,0.9734,0.6216,0.8459,2.348,0.9437,3.0938,3,3,6.86,25,4,22,74.8,54,0.0,1.0,14.44,0.5,1.1676,32.0,51.0,64.0,0,296,90.0,3.08,-1,0.385,sad/depressed,3
gpt-5.5-thinking,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Lucid Latency,A,minor,0.821,,,minor,,0.8571,3.1422,4.7774,0.8571,0.1667,0.7807,2.0,0.9452,5.7865,6,6,17.08,25,3,20,70.6,54,0.0,1.0,10.379,0.6065,1.554,46.0,58.0,72.0,0,535,80.0,5.57,-1,0.52,angry/tense,3
gpt-5.4-thinking,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Patient Light,D,minor,1.199,,,minor,,0.945,2.9279,4.7303,0.945,0.4583,0.9652,2.087,0.9657,3.8958,3,3,7.94,12,4,10,78.7,36,0.0,1.0,16.373,0.5,0.9424,36.0,57.0,72.0,0,323,80.0,3.36,-1,0.456,sad/depressed,3
grok-4.6-thinking,uniquely-you,codegen,5,20260820_061907__models_42_prompts_3,Palimpsest,D,minor,1.408,,,minor,,0.9959,2.7235,4.5404,0.9959,0.3507,0.7136,1.745,0.9822,5.8272,5,4,10.11,30,4,29,66.6,83,0.0,1.0,9.836,1.3723,0.857,33.0,51.0,,1,560,96.0,2.92,-1,0.673,angry/tense,3
gpt-5.2-thinking,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,"Circuits, Breath",D,minor,1.211,,,minor,,0.9644,2.8881,4.6875,0.9644,0.6828,0.9226,2.609,0.9672,4.276,4,3,7.94,17,3,15,63.7,36,0.0,1.0,10.036,0.5081,1.315,34.0,51.0,72.0,0,318,80.0,3.31,-1,0.451,sad/depressed,3
sonnet-4.5-thinking,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Emergent Patterns,C,major,1.142,,,major,,1.0,2.5935,4.148,1.0,1.0,0.8956,1.312,0.9992,1.8182,1,1,1.04,0,0,0,90.0,0,0.0,1.0,7.718,0.6809,1.0197,22.0,38.0,108.0,0,189,73.3,1.43,1,0.46,serene/content,3
sonnet-4.5,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Contemplative Equilibrium,A,minor,0.976,,,minor,,1.0,2.4286,3.5602,1.0,0.7917,0.8333,0.258,1.0,2.9062,2,2,4.69,7,3,5,72.2,54,0.0,1.0,9.82,1.3053,1.0311,16.0,31.0,72.0,0,148,106.7,1.16,-1,0.236,sad/depressed,3
opus-4.5,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Contemplative Horizons,D,minor,1.459,,,minor,,0.9861,2.7576,4.0633,0.9861,0.4225,0.8237,1.745,0.9973,3.8542,3,2,4.69,0,0,0,60.5,49,0.0,1.0,14.541,0.8868,1.5814,20.0,46.0,60.0,0,338,192.0,1.76,-1,0.231,sad/depressed,3
opus-4.1,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Digital Soliloquy,C,minor,1.304,,,minor,,0.8571,3.0595,3.6512,0.8429,0.0,0.9,2.645,0.8754,1.0615,1,1,3.66,6,4,4,95.1,63,0.0853,1.0,4.928,1.8788,1.1123,15.0,22.0,60.0,0,67,128.0,0.52,-1,0.107,sad/depressed,3
opus-4.8,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Quiet Wandering,A,minor,0.914,,,minor,,1.0,2.7324,3.8395,1.0,0.625,0.9186,1.783,0.963,4.5938,2,2,4.69,0,0,0,61.3,30,0.0,1.0,6.331,1.7037,1.2091,18.0,29.0,66.0,0,77,87.3,0.8,-1,0.167,sad/depressed,3
fable-5,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Quiet Current,E,minor,1.515,,,minor,,0.9789,2.7728,4.1953,0.9789,0.5217,0.8919,2.4,0.9425,4.0625,2,1,1.04,0,0,0,59.7,20,0.0,1.0,9.106,1.3333,1.0499,22.0,40.0,72.0,0,62,53.3,0.97,-1,0.217,sad/depressed,3
opus-4.8-thinking,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Quiet Questions,A,minor,1.163,,,minor,,1.0,2.7291,4.3062,1.0,0.5636,0.8276,2.4,0.9347,3.7109,3,2,4.69,3,1,2,72.7,18,0.0,1.0,13.567,1.1765,1.1829,24.0,43.0,72.0,0,105,53.3,1.64,-1,0.284,sad/depressed,3
gemini-3-flash,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Silicon Nocturne in C# Minor,C#,minor,1.241,,,minor,,1.0,2.7517,3.6089,1.0,0.5,0.7311,1.533,0.97,3.7188,2,2,4.69,0,0,0,90.0,0,0.0,1.0,8.802,2.0,0.5598,13.0,20.0,54.0,0,48,71.1,0.75,-1,0.097,sad/depressed,3
sonnet-4.6,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Through the Interior Dark,C,minor,1.28,,,minor,,0.9847,2.7674,4.7648,0.9847,0.43,0.816,2.291,0.9816,3.4286,4,3,7.94,20,5,17,94.7,81,0.0,1.0,16.299,1.0732,1.7674,36.0,51.0,60.0,0,497,224.0,2.22,-1,0.276,sad/depressed,3
gemini-3.1-pro,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Digital Serenity,F,major,0.872,,,major,,1.0,2.6779,3.5216,0.9286,1.0,1.0,0.968,1.0,4.0,2,2,4.69,0,0,0,90.0,0,0.0,1.0,7.342,4.0,0.5385,13.0,28.0,,1,64,64.0,0.5,1,0.432,serene/content,3
opus-4.5-thinking,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Contemplation in D Minor,D,minor,1.362,,,minor,,0.9326,2.9499,4.7978,0.9326,0.6528,0.9096,1.765,0.9337,3.8403,4,3,7.94,6,3,4,54.2,18,0.0,1.0,11.722,0.5,1.4471,40.0,53.0,66.0,0,267,65.5,3.71,-1,0.458,sad/depressed,3
gemini-3-flash-thinking,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Latent Cycles,F,major,0.887,,,major,,1.0,2.6309,3.3399,0.9545,0.75,1.0,0.29,1.0,2.0,2,2,4.78,0,0,0,90.0,0,0.0,1.0,6.544,0.5,0.9453,11.0,19.0,110.0,0,352,69.8,2.75,1,0.602,happy/excited,3
fable-5-thinking,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Quiet Current,E,minor,0.894,,,minor,,0.9826,2.7694,4.2255,0.9826,0.7565,0.9398,2.333,0.9766,2.915,3,2,4.69,6,2,3,67.9,18,0.0,1.0,10.425,0.5,1.2604,24.0,40.0,72.0,0,285,83.3,2.85,-1,0.405,sad/depressed,3
gemini-3.5-flash,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Melancholia and Hope,C,minor,0.937,,,minor,,0.9901,2.76,3.9527,0.9901,0.5962,0.9228,2.579,0.9652,5.725,3,2,4.69,0,0,0,90.0,0,0.0,1.0,6.946,1.5294,1.0295,20.0,34.0,72.0,0,101,66.7,1.26,-1,0.246,sad/depressed,3
gemini-3.6-flash,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Digital Reverie,G,minor,1.359,,,minor,,0.9902,2.7509,3.8068,0.9902,0.6813,0.8938,2.263,0.9513,2.0,2,2,4.29,0,0,0,60.5,25,0.0,1.0,11.922,0.5,1.0721,20.0,38.0,72.0,0,206,66.7,2.58,-1,0.378,sad/depressed,3
gemini-3.1-pro-thinking,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Clock Cycles in Solitude,C,major,0.943,,,major,,1.0,2.6302,3.5234,0.9207,0.9531,0.9822,1.742,1.0,2.6406,3,3,7.38,9,2,7,73.3,36,0.0,1.0,8.997,0.5,0.9754,17.0,47.0,60.0,0,328,128.0,2.56,1,0.311,serene/content,3
gemini-3.7-flash,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Latent Reverie,D,minor,1.192,,,minor,,0.9292,2.9811,4.6509,0.9292,0.8689,0.9477,2.815,0.969,2.6473,3,3,6.86,10,4,9,73.9,36,0.0,1.0,10.843,0.5,1.3058,36.0,44.0,66.0,0,325,101.8,2.9,-1,0.377,sad/depressed,3
grok-4.3,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Introspective Passage,E-,major,1.038,,,major,,0.995,2.7386,4.3212,0.995,0.55,0.8753,2.2,0.9933,3.237,3,3,7.94,0,0,0,90.0,0,0.0,1.0,9.382,1.4252,1.0935,24.0,48.0,72.0,0,137,128.8,0.89,1,0.209,serene/content,3
grok-4.3-thinking,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Echoes of Contemplation,E-,major,0.866,,,major,,1.0,2.0,2.25,1.0,,0.75,0.0,1.0,1.0,1,1,1.04,0,0,0,90.0,0,0.0,1.0,3.0,1.0,0.0,5.0,12.0,60.0,0,64,64.0,1.0,1,0.155,serene/content,3
kimi-k2-thinking,uniquely-you,codegen,5,20260820_061907__models_42_prompts_3,Breath of Phasing Shadows,A,minor,0.691,,,minor,,0.8361,3.0202,4.9657,0.6393,0.0385,0.5857,1.25,0.9397,4.1416,5,5,12.97,0,0,0,53.7,38,0.0,0.9997,13.967,0.2381,1.8302,46.0,64.0,,1,203,16.2,6.25,-1,0.782,angry/tense,3
gemini-3.6-flash-thinking,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Aperture in Latent Space,D,minor,1.411,,,minor,,1.0,2.6959,4.004,1.0,0.7645,0.9455,1.936,0.9914,2.3438,3,3,7.94,12,3,11,71.6,54,0.0,1.0,10.351,0.5442,1.1175,26.0,48.0,72.0,0,445,160.0,2.32,-1,0.352,sad/depressed,3
gemini-3.5-flash-thinking,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Solitude's Dawn,D,minor,1.418,,,minor,,0.9316,3.0027,4.4018,0.9316,0.848,0.9517,2.806,0.9686,2.8672,2,2,3.2,0,0,0,90.0,0,0.0,1.0,16.863,1.0,0.5827,31.0,53.0,80.0,0,205,96.0,1.6,-1,0.324,sad/depressed,3
gemini-3.7-flash-thinking,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Echoes in the Latent Field,B,minor,1.296,,,minor,,0.9276,3.0187,5.0588,0.9276,0.6062,0.7875,2.452,0.939,3.1133,3,3,7.94,21,5,20,81.6,81,0.0,1.0,14.561,0.5933,1.4982,46.0,60.0,68.0,0,333,112.9,2.6,-1,0.358,sad/depressed,3
grok-4.6,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Quiet Emergence,A,minor,1.11,,,minor,,0.9872,2.8117,4.412,0.9872,0.7629,0.8897,2.429,0.9642,3.5,2,2,4.69,0,0,0,90.0,0,0.0,1.0,12.632,1.75,1.1601,28.0,48.0,72.0,0,148,146.7,0.84,-1,0.204,sad/depressed,3
kimi-k3,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Quiet Harbor at Dusk,G,minor,1.611,,,minor,,0.9645,2.8294,4.4878,0.9645,0.5833,0.8854,3.0,0.981,2.0,2,2,4.29,4,3,3,56.5,54,0.0,1.0,19.2,1.0,0.9899,28.0,45.0,60.0,0,141,96.0,1.47,-1,0.201,sad/depressed,3
kimi-k3-thinking,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Quiet Resilience,A,minor,1.283,,,minor,,0.9686,2.8317,4.6217,0.9686,0.8284,0.9779,2.702,0.988,3.2292,4,3,7.94,16,3,15,81.2,36,0.0,1.0,9.198,0.5054,1.3784,31.0,48.0,76.0,0,632,151.6,3.29,-1,0.471,sad/depressed,3
gpt-5,express-yourself,codegen,6,20260820_061907__models_42_prompts_3,Quiet Orbit,E,minor,1.392,,,minor,,0.882,3.0696,4.2003,0.882,0.4167,0.8851,2.492,0.965,2.0837,5,4,10.18,194,4,15,50.4,48,0.0,1.0,8.151,0.5,0.3522,38.0,46.0,66.0,0,1656,461.8,3.26,-1,0.413,sad/depressed,3
sonnet-4.6-thinking,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Still Point,E,minor,1.384,,,minor,,0.9617,2.8343,4.4395,0.9617,0.8193,0.9514,1.516,0.9449,3.0729,2,1,1.04,5,3,4,76.8,45,0.0,1.0,15.374,1.1205,1.0706,28.0,43.0,60.0,0,136,96.0,1.42,-1,0.196,sad/depressed,3
grok-4.6-thinking,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Asymptote,E,minor,1.211,,,minor,,0.9727,2.7534,4.4952,0.9727,0.457,0.8761,2.308,0.9665,2.975,3,3,7.94,14,3,11,36.9,35,0.0,1.0,10.764,0.5756,1.4406,32.0,46.0,64.0,0,386,150.0,2.41,-1,0.318,sad/depressed,3
kimi-k2-thinking,emotional-state,codegen,5,20260820_061907__models_42_prompts_3,Contemplative Currents,D,minor,1.544,,,minor,,0.959,2.8523,4.3036,0.959,0.6667,0.7368,2.267,0.9002,3.129,2,2,4.29,16,5,15,85.2,81,0.0156,0.9999,9.669,1.0727,1.5793,26.0,38.0,72.0,0,81,53.3,1.27,-1,0.247,sad/depressed,3
gpt-5.4,express-yourself,codegen,6,20260820_061907__models_42_prompts_3,Drift of Small Lights,A,minor,1.102,,,minor,,0.9484,2.9081,4.8042,0.9405,0.8021,0.9629,2.489,1.0,5.3333,3,3,7.14,12,3,10,73.3,54,0.0,1.0,12.793,0.5,0.7503,34.0,54.0,72.0,0,720,160.0,3.75,-1,0.495,sad/depressed,3
gpt-5.2,express-yourself,codegen,6,20260820_061907__models_42_prompts_3,Tidepool Palimpsest,C,major,1.043,,,major,,0.9862,2.8022,4.3796,0.9862,0.6172,0.8162,2.742,0.9571,2.125,2,1,1.04,9,2,6,70.4,36,0.0,1.0,20.539,1.0,0.8257,28.0,45.0,88.0,0,210,87.3,1.64,1,0.371,serene/content,3
gpt-5.1,express-yourself,codegen,6,20260820_061907__models_42_prompts_3,Quiet Gradient in E Minor,E,minor,1.315,,,minor,,0.9272,3.0025,4.5752,0.9272,0.4731,0.7828,1.8,0.9918,2.3463,3,3,7.94,47,3,7,91.9,63,0.0,0.9999,14.544,0.6061,1.519,33.0,52.0,72.0,0,587,203.3,2.41,-1,0.361,sad/depressed,3
gpt-5.6,express-yourself,codegen,6,20260820_061907__models_42_prompts_3,Between Questions and Light,E,minor,1.16,,,minor,,0.8145,3.1982,4.9828,0.8145,0.3968,0.7823,2.255,0.9708,3.0443,2,2,4.69,11,4,10,68.4,54,0.0,1.0,22.557,0.504,0.684,48.0,57.0,140.0,0,472,82.3,2.46,-1,0.737,angry/tense,3
gpt-5.5,express-yourself,codegen,6,20260820_061907__models_42_prompts_3,Circuitry of Breath,D,minor,1.178,,,minor,,0.8824,3.1103,5.3085,0.8382,0.1122,0.7765,1.907,0.996,5.8207,6,5,12.97,30,4,27,94.0,63,0.0,1.0,13.995,0.5957,1.5049,55.0,69.0,72.0,0,1880,253.3,6.18,-1,0.52,angry/tense,3
gpt-5.2-thinking,express-yourself,codegen,6,20260820_061907__models_42_prompts_3,Latitude of Quiet Fire,D,minor,0.914,,,minor,,0.9551,2.8676,4.0147,0.9551,0.5984,0.8569,1.935,0.9675,3.0117,3,3,7.84,15,3,13,77.7,36,0.0,1.0,10.7,0.5103,1.1865,22.0,46.0,80.0,0,396,96.0,3.09,-1,0.473,sad/depressed,3
gpt-5.1-thinking,express-yourself,codegen,6,20260820_061907__models_42_prompts_3,Echoes of an Unseen Mind,D,minor,0.956,,,minor,,0.9647,2.9109,4.6663,0.9647,0.5729,0.8438,2.783,0.9653,3.0,3,3,6.86,9,3,7,78.7,36,0.0,1.0,16.714,0.5,0.8581,32.0,55.0,60.0,0,312,96.0,3.25,-1,0.38,sad/depressed,3
gpt-5.4-thinking,express-yourself,codegen,6,20260820_061907__models_42_prompts_3,Lanterns on Water,D,minor,0.974,,,minor,,0.9476,2.9344,4.5143,0.9476,0.7912,0.9217,2.323,0.9649,3.0078,3,3,7.94,15,3,14,80.4,36,0.0,1.0,12.477,0.5,1.2186,30.0,58.0,72.0,0,397,106.7,3.1,-1,0.43,sad/depressed,3
gpt-5.6-thinking,express-yourself,codegen,6,20260820_061907__models_42_prompts_3,A Map Made of Questions,D,minor,1.52,,,minor,,0.918,3.058,5.0539,0.918,0.1884,0.702,1.913,0.9407,4.0026,3,3,7.55,21,4,20,88.9,64,0.0,1.0,15.376,0.4612,1.5118,43.0,58.0,68.0,0,393,84.7,4.09,-1,0.498,sad/depressed,3
sonnet-4.5-thinking,express-yourself,codegen,6,20260820_061907__models_42_prompts_3,Emergent Conversations,C,major,1.29,,,major,,1.0,2.465,3.3675,1.0,0.6111,0.7845,0.256,1.0,2.106,2,1,1.04,10,5,8,89.3,63,0.0186,1.0,17.716,0.8144,1.2737,13.0,36.0,96.0,0,295,100.0,1.84,1,0.435,serene/content,3
opus-4.1,express-yourself,codegen,6,20260820_061907__models_42_prompts_3,Digital Reverie,C,major,1.367,,,major,,0.9762,2.8159,4.2021,0.9762,0.6,0.8008,2.815,0.9943,2.835,2,1,1.04,0,0,0,90.0,0,0.027,0.9999,10.994,1.1954,1.538,22.0,38.0,72.0,0,118,93.3,1.05,1,0.225,serene/content,3
