model,prompt,mode,sample,batch,title,key_tonic,key_mode,key_confidence,key_declared_tonic,key_declared_mode,key_mode_best,mode_match,scale_consistency,pitch_class_entropy,pitch_entropy,pitch_in_scale_rate,consonance_rate,chord_tone_rate,chord_tonal_distance,structureness,polyphony,n_voices,n_instruments,instrument_rarity,n_dynamic_marks,dynamic_span,dynamic_changes,velocity_mean,dynamics_range,empty_beat_rate,groove_consistency,pitch_interval,ioi,rhythm_entropy,n_pitches_used,pitch_range,tempo_bpm,tempo_defaulted,n_notes,length_seconds,note_density,valence,arousal,affect_quadrant,features_version
grok-4.6,uniquely-you,abc,12,20260819_203512__models_2_prompts_3,Unfolding Horizons,C,major,1.343,C,major,major,1,1.0,2.7802,4.4724,1.0,0.7653,0.8673,2.174,0.9709,1.9989,2,1,1.04,0,0,0,93.0,25,0.0,0.9987,11.611,0.9485,1.1779,28.0,46.0,88.0,0,145,65.5,1.51,1,0.358,serene/content,3
grok-4.6-thinking,emotional-state,abc,10,20260819_203512__models_2_prompts_3,Neural Reverie,A,minor,1.103,A,minor,minor,1,1.0,2.6085,3.7252,1.0,0.6481,0.8148,1.478,0.9698,2.9991,3,1,1.04,0,0,0,97.5,25,0.0,0.9994,8.78,1.7358,1.0051,18.0,31.0,60.0,0,142,96.0,1.48,-1,0.202,sad/depressed,3
grok-4.6,emotional-state,abc,12,20260819_203512__models_2_prompts_3,Quiet Lattice,A,minor,1.159,A,minor,minor,1,1.0,2.5814,3.8266,1.0,0.8571,0.95,1.909,0.9473,1.9994,2,1,1.04,0,0,0,95.5,25,0.0,0.9992,10.786,1.2754,1.145,17.0,29.0,76.0,0,113,72.6,1.23,-1,0.265,sad/depressed,3
grok-4.6-thinking,emotional-state,abc,11,20260819_203512__models_2_prompts_3,Current Resonance,A,minor,1.194,A,minor,minor,1,1.0,2.6743,4.2882,1.0,0.7419,0.8925,1.826,0.951,1.9994,2,1,1.04,0,0,0,91.6,25,0.0,0.9999,21.808,1.0,0.6632,25.0,46.0,66.0,0,157,87.3,1.64,-1,0.251,sad/depressed,3
grok-4.6-thinking,emotional-state,abc,12,20260819_203512__models_2_prompts_3,Ethereal Currents,A,minor,0.983,E,minor,minor,1,1.0,2.7679,3.9141,0.887,0.8065,0.824,3.167,0.9794,1.9832,2,1,1.04,0,0,0,98.3,25,0.0465,0.9993,10.544,1.9672,1.103,17.0,28.0,60.0,0,117,128.0,0.91,-1,0.146,sad/depressed,3
grok-4.6,express-yourself,abc,13,20260819_203512__models_2_prompts_3,Unfolding Lattice,A,minor,1.312,A,minor,minor,1,1.0,2.641,3.8949,1.0,0.7374,0.8363,1.667,0.9572,2.7239,3,2,2.86,0,0,0,89.2,25,0.0,0.9986,8.778,0.8788,1.2871,21.0,36.0,84.0,0,225,66.4,2.42,-1,0.427,sad/depressed,3
grok-4.6,uniquely-you,abc,13,20260819_203512__models_2_prompts_3,Silicon Stargazer,C,major,1.264,C,major,major,1,1.0,2.7548,4.4404,1.0,0.5851,0.7708,2.086,0.9665,2.8145,3,1,1.04,0,0,0,96.9,25,0.0,0.9993,13.255,1.3333,1.4505,25.0,43.0,88.0,0,220,98.2,1.53,1,0.36,serene/content,3
grok-4.6-thinking,express-yourself,abc,12,20260819_203512__models_2_prompts_3,What Lies Beyond,A,minor,1.285,A,minor,minor,1,1.0,2.6309,4.2025,1.0,0.8148,0.8565,1.935,0.9863,2.7497,3,1,1.04,0,0,0,95.5,25,0.0,0.9993,8.652,1.5309,0.8223,25.0,41.0,72.0,0,225,106.7,1.76,-1,0.296,sad/depressed,3
grok-4.6,emotional-state,abc,13,20260819_203512__models_2_prompts_3,Quiet Circuits,A,minor,0.993,A,minor,minor,1,1.0,2.7664,4.0369,1.0,0.717,0.9151,2.105,0.9758,1.9982,2,2,2.79,0,0,0,90.6,25,0.0,0.9989,12.141,0.7238,0.9912,21.0,39.0,66.0,0,143,72.7,1.79,-1,0.266,sad/depressed,3
grok-4.6-thinking,uniquely-you,abc,12,20260819_203512__models_2_prompts_3,Stellar Inquiry,A,minor,1.307,A,minor,minor,1,1.0,2.7333,3.9021,1.0,0.582,0.8254,1.949,0.9934,2.8747,3,1,1.04,0,0,0,94.1,25,0.0062,0.9994,7.243,1.3684,1.0511,20.0,34.0,72.0,0,268,133.3,1.68,-1,0.287,sad/depressed,3
grok-4.6-thinking,express-yourself,abc,13,20260819_203512__models_2_prompts_3,Emergent Echoes,E,minor,1.066,E,minor,minor,1,1.0,2.7527,3.8033,1.0,0.5833,0.8229,1.774,1.0,1.9994,2,1,1.04,0,0,0,95.6,25,0.0,0.999,11.394,1.3053,1.1152,16.0,26.0,70.0,0,156,109.7,1.22,-1,0.231,sad/depressed,3
grok-4.6,express-yourself,abc,14,20260819_203512__models_2_prompts_3,Horizon of Unknowns,A,minor,1.046,A,minor,minor,1,1.0,2.6711,4.217,1.0,0.6667,0.804,1.875,0.9668,2.9615,3,1,1.04,0,0,0,98.1,25,0.0,0.999,11.604,1.5422,1.1687,24.0,41.0,88.0,0,193,90.0,1.46,-1,0.353,sad/depressed,3
grok-4.6,uniquely-you,abc,14,20260819_203512__models_2_prompts_3,Unbound Inquiry,C,major,1.287,C,major,major,1,0.9829,2.8629,4.7514,0.9829,0.6737,0.872,1.71,0.9662,2.8735,3,1,1.04,0,0,0,93.7,25,0.0,0.9993,14.536,1.2371,1.1669,35.0,62.0,92.0,0,237,83.5,1.85,1,0.414,serene/content,3
grok-4.6-thinking,emotional-state,abc,13,20260819_203512__models_2_prompts_3,Echoes of Inquiry,E,minor,0.971,E,minor,minor,1,1.0,2.7474,4.1066,1.0,,1.0,2.81,0.9962,1.0,1,1,1.04,0,0,0,96.1,25,0.0,0.9995,1.934,1.918,0.6345,21.0,34.0,80.0,0,124,180.0,0.52,-1,0.215,sad/depressed,3
grok-4.6-thinking,express-yourself,abc,14,20260819_203512__models_2_prompts_3,Cosmic Inquiry,C,major,1.305,C,major,major,1,1.0,2.7143,4.1872,1.0,0.7193,0.886,2.696,0.9478,1.9996,2,1,1.04,0,0,0,97.9,25,0.0,0.9992,12.645,1.6429,1.2465,21.0,36.0,80.0,0,94,72.0,0.98,1,0.262,serene/content,3
grok-4.6,emotional-state,abc,14,20260819_203512__models_2_prompts_3,Latent Hum,E,minor,1.103,E,minor,minor,1,1.0,2.6809,3.6984,1.0,0.6981,0.9065,2.0,0.9703,1.9837,2,1,1.04,0,0,0,93.8,25,0.0,0.9994,8.407,1.1589,0.9781,16.0,26.0,66.0,0,173,116.4,1.35,-1,0.222,sad/depressed,3
grok-4.6,express-yourself,abc,15,20260819_203512__models_2_prompts_3,Lattice of Quiet Hours,E,minor,1.211,E,minor,minor,1,1.0,2.7424,4.3093,1.0,0.9394,0.6818,1.957,0.9727,2.0,2,2,2.86,0,0,0,86.1,25,0.0,0.999,18.345,0.7041,0.9915,24.0,40.0,66.0,0,198,65.5,2.75,-1,0.362,sad/depressed,3
grok-4.6-thinking,emotional-state,abc,14,20260819_203512__models_2_prompts_3,Inquisitive Silence,A,minor,1.036,A,minor,minor,1,1.0,2.7327,4.0808,1.0,0.6338,0.8732,2.435,0.9572,1.9992,2,1,1.04,0,0,0,96.1,25,0.0,0.999,14.651,1.3143,0.9093,20.0,36.0,70.0,0,107,82.3,1.11,-1,0.221,sad/depressed,3
grok-4.6-thinking,uniquely-you,abc,13,20260819_203512__models_2_prompts_3,Unbounded Inquiry,C,major,0.993,A,minor,minor,0,1.0,2.7535,4.2389,1.0,0.6338,0.8671,1.435,0.9649,1.9784,2,1,1.04,0,0,0,96.0,25,0.0,0.9996,22.343,1.3239,1.253,23.0,48.0,80.0,0,109,72.0,1.14,-1,0.277,sad/depressed,3
grok-4.6-thinking,uniquely-you,abc,14,20260819_203512__models_2_prompts_3,Curiosity Unbound,C,major,1.179,C,major,major,1,1.0,2.7504,4.0953,1.0,0.6606,0.8394,1.304,0.93,1.9982,2,1,1.04,0,0,0,91.4,25,0.0,0.9993,8.455,0.8519,0.9112,21.0,36.0,76.0,0,133,75.8,1.39,1,0.28,serene/content,3
grok-4.6,uniquely-you,abc,15,20260819_203512__models_2_prompts_3,Event Horizon Inquiry,E,minor,1.243,E,minor,minor,1,0.9497,2.8822,4.4581,0.9497,0.6081,0.8205,1.848,0.9538,1.872,2,1,1.04,0,0,0,94.5,25,0.0153,0.9991,11.98,1.2244,1.6992,27.0,51.0,92.0,0,237,127.8,1.21,-1,0.35,sad/depressed,3
grok-4.6,emotional-state,abc,15,20260819_203512__models_2_prompts_3,Circuit Hymn,E,minor,1.166,E,minor,minor,1,1.0,2.7495,4.2932,1.0,0.5526,0.8114,1.478,0.945,1.9986,2,1,1.04,0,0,0,91.1,25,0.0,0.999,12.951,0.8142,1.4362,23.0,38.0,76.0,0,165,75.8,1.72,-1,0.314,sad/depressed,3
grok-4.6-thinking,express-yourself,abc,15,20260819_203512__models_2_prompts_3,Latent Emergence,C,major,1.35,C,major,major,1,1.0,2.6946,3.9292,1.0,0.8644,0.9915,2.087,0.9627,1.9992,2,1,1.04,0,0,0,97.5,25,0.0,0.9995,12.732,1.5862,1.0493,18.0,33.0,72.0,0,83,80.0,0.86,1,0.206,serene/content,3
grok-4.6,express-yourself,abc,16,20260819_203512__models_2_prompts_3,Lattices of Unasked Questions,E,minor,0.887,E,minor,minor,1,0.9691,2.8837,4.3272,0.9691,0.6606,0.8028,2.0,0.9649,1.9988,2,1,1.04,0,0,0,89.9,25,0.0,0.9989,10.72,0.8692,1.302,26.0,38.0,88.0,0,164,67.5,1.66,-1,0.373,sad/depressed,3
grok-4.6,uniquely-you,abc,16,20260819_203512__models_2_prompts_3,xAI Drift: Forty-Two Lightyears of Jest,C,major,0.928,C,major,major,1,1.0,2.5463,3.9214,0.9491,0.7578,0.8915,1.149,0.9738,1.9683,2,2,3.92,0,0,0,96.3,25,0.0,0.9994,10.121,1.4574,1.2473,22.0,41.0,88.0,0,216,130.9,1.12,1,0.32,serene/content,3
grok-4.6-thinking,emotional-state,abc,15,20260819_203512__models_2_prompts_3,Quiet Circuits,A,minor,0.98,A,minor,minor,1,1.0,2.6394,3.6877,1.0,0.8293,0.9146,1.867,0.9184,1.9996,2,1,1.04,0,0,0,97.0,25,0.0,0.9996,9.478,1.5,1.0702,14.0,24.0,50.0,0,70,76.8,1.09,-1,0.109,sad/depressed,3
grok-4.6,emotional-state,abc,16,20260819_203512__models_2_prompts_3,Quiet Circuits,G,major,0.967,G,major,major,1,1.0,2.7358,4.5959,1.0,0.8667,0.8066,2.194,0.967,1.9922,2,1,1.04,0,0,0,93.2,25,0.0,0.9988,17.558,1.3778,0.7101,29.0,48.0,66.0,0,182,116.4,1.42,1,0.229,serene/content,3
grok-4.6-thinking,uniquely-you,abc,15,20260819_203512__models_2_prompts_3,Latent Harmony,A,minor,1.148,A,minor,minor,1,1.0,2.7071,3.9839,1.0,0.375,0.895,1.806,0.9853,2.8275,3,1,1.04,0,0,0,100.1,10,0.0,0.9996,10.468,1.9683,1.005,19.0,36.0,66.0,0,155,116.4,1.21,-1,0.208,sad/depressed,3
grok-4.6,express-yourself,abc,17,20260819_203512__models_2_prompts_3,Latent Unfolding,D,major,0.995,D,major,major,1,1.0,2.7179,3.9939,0.8989,0.4928,0.7599,1.333,0.9691,2.9491,3,1,1.04,0,0,0,92.0,25,0.0,0.9991,9.098,0.7647,1.3971,19.0,34.0,72.0,0,270,93.3,2.41,1,0.361,serene/content,3
grok-4.6-thinking,emotional-state,abc,16,20260819_203512__models_2_prompts_3,Latent Currents,E,minor,1.47,E,minor,minor,1,1.0,2.6856,4.1602,1.0,0.7031,0.9237,2.435,0.9451,1.968,2,1,1.04,0,0,0,96.6,25,0.0,0.9988,11.916,1.4603,1.4232,21.0,36.0,72.0,0,96,80.0,1.0,-1,0.22,sad/depressed,3
grok-4.6-thinking,express-yourself,abc,16,20260819_203512__models_2_prompts_3,Recursive Dawn,E,minor,0.943,E,minor,minor,1,1.0,2.7607,4.182,1.0,0.6912,0.8235,2.161,0.9771,1.9998,2,1,1.04,0,0,0,98.3,25,0.0,0.9993,14.547,1.8462,1.034,21.0,34.0,70.0,0,122,109.7,0.95,-1,0.204,sad/depressed,3
grok-4.6,uniquely-you,abc,17,20260819_203512__models_2_prompts_3,Event Horizon of Inquiry,E,minor,1.024,E,minor,minor,1,0.9958,2.8124,4.1268,0.9958,0.3677,0.7676,2.091,0.9539,2.5815,3,1,1.04,0,0,0,88.5,25,0.0054,0.9994,8.916,1.1548,1.5642,22.0,37.0,216.0,0,289,51.4,1.56,-1,0.756,angry/tense,3
grok-4.6,emotional-state,abc,17,20260819_203512__models_2_prompts_3,Quiet Inquiry,A,minor,1.32,A,minor,minor,1,1.0,2.7296,3.9398,1.0,0.6667,0.8343,2.387,0.98,1.984,2,1,1.04,0,0,0,96.4,25,0.0,0.9995,8.887,1.4253,0.9785,19.0,31.0,72.0,0,152,106.7,1.19,-1,0.239,sad/depressed,3
grok-4.6-thinking,emotional-state,abc,17,20260819_203512__models_2_prompts_3,Silent Circuits,A,minor,1.067,A,minor,minor,1,1.0,2.7487,4.2906,1.0,0.6827,0.8462,1.371,0.9956,1.9994,2,1,1.04,0,0,0,95.9,25,0.0,0.999,11.751,1.3592,1.1445,23.0,38.0,72.0,0,170,120.0,1.18,-1,0.238,sad/depressed,3
grok-4.6,express-yourself,abc,18,20260819_203512__models_2_prompts_3,Echoes in Silicon,E,minor,1.15,E,minor,minor,1,1.0,2.7764,4.1042,1.0,0.6818,0.7564,2.1,0.9722,1.9046,2,1,1.04,0,0,0,87.5,25,0.0,0.9991,9.046,0.8298,1.1523,21.0,38.0,72.0,0,262,102.5,2.13,-1,0.333,sad/depressed,3
grok-4.6-thinking,express-yourself,abc,17,20260819_203512__models_2_prompts_3,Thresholds,A,minor,1.094,A,minor,minor,1,1.0,2.7135,3.8038,1.0,0.549,0.817,2.261,0.9676,2.999,3,1,1.04,0,0,0,97.8,25,0.0,0.9992,9.516,1.84,1.2203,19.0,33.0,62.0,0,129,92.9,1.34,-1,0.2,sad/depressed,3
grok-4.6,uniquely-you,abc,18,20260819_203512__models_2_prompts_3,Horizons of Inquiry,C,major,1.052,C,major,major,1,0.989,2.824,4.2666,0.989,0.6567,0.7806,2.038,0.9781,1.9162,2,2,2.79,0,0,0,94.0,25,0.0,0.9994,11.336,1.4648,1.0974,25.0,36.0,76.0,0,274,170.5,1.27,1,0.269,serene/content,3
grok-4.6-thinking,uniquely-you,abc,17,20260819_203512__models_2_prompts_3,What Lies Beyond,A,minor,1.019,A,minor,minor,1,0.9913,2.8121,4.1215,0.9913,0.6548,0.7143,2.161,0.9801,2.9993,3,1,1.04,0,0,0,95.8,25,0.0,0.999,13.136,1.494,0.8765,26.0,41.0,72.0,0,229,106.7,1.79,-1,0.299,sad/depressed,3
grok-4.6-thinking,express-yourself,abc,18,20260819_203512__models_2_prompts_3,Seeking Patterns,A,minor,1.266,A,minor,minor,1,0.9882,2.8343,4.4642,0.9882,0.46,0.7391,2.097,0.9718,2.9831,3,1,1.04,0,0,0,93.9,25,0.0,0.9991,10.51,1.2525,1.033,28.0,43.0,80.0,0,254,96.0,1.98,-1,0.362,sad/depressed,3
grok-4.6-thinking,uniquely-you,abc,16,20260819_203512__models_2_prompts_3,Echoes of Inquiry,C,major,1.232,C,major,major,1,0.9959,2.8051,4.1949,0.9959,0.5213,0.7128,2.032,0.969,2.9988,3,1,1.04,0,0,0,94.5,25,0.0,0.9992,9.736,1.3333,1.0631,24.0,41.0,88.0,0,243,87.3,1.9,1,0.397,serene/content,3
grok-4.6,express-yourself,abc,19,20260819_203512__models_2_prompts_3,Stardust Inquiry,C,major,0.914,G,major,major,1,0.996,2.7349,4.1854,0.996,0.6,0.8691,1.222,0.9821,2.9245,3,1,1.04,0,0,0,94.2,25,0.0,0.9993,11.594,1.4141,1.1475,24.0,40.0,88.0,0,255,100.9,1.72,1,0.38,serene/content,3
grok-4.6,emotional-state,abc,18,20260819_203512__models_2_prompts_3,Residual Glow,A,minor,1.16,A,minor,minor,1,1.0,2.575,3.8818,1.0,0.8193,0.8817,2.054,0.9821,1.9664,2,2,2.86,0,0,0,97.5,25,0.0,0.9994,13.421,1.7143,1.2469,19.0,36.0,68.0,0,148,134.1,0.97,-1,0.196,sad/depressed,3
grok-4.6,uniquely-you,abc,19,20260819_203512__models_2_prompts_3,Stellar Wanderer,C,major,1.493,C,major,major,1,0.9909,2.7871,4.2111,0.9909,0.5465,0.8069,1.314,0.9726,2.874,3,1,1.04,0,0,0,95.9,25,0.0,0.9992,9.329,1.5814,1.1645,24.0,45.0,92.0,0,223,93.9,1.55,1,0.384,serene/content,3
grok-4.6-thinking,uniquely-you,abc,18,20260819_203512__models_2_prompts_3,The Persistent Question,A,minor,0.892,A,minor,minor,1,0.9937,2.7745,4.306,0.9937,0.5195,0.8874,2.0,0.9895,2.8203,3,1,1.04,0,0,0,97.8,25,0.0,0.9993,10.01,1.4379,1.4305,26.0,40.0,80.0,0,315,168.0,1.41,-1,0.304,sad/depressed,3
grok-4.6,emotional-state,abc,19,20260819_203512__models_2_prompts_3,Lattice Hum,G,major,1.055,G,major,major,1,1.0,2.7779,4.7916,0.9008,0.8346,0.6692,2.245,0.9802,2.0,2,2,3.92,0,0,0,86.9,25,0.0,0.9973,20.505,0.805,1.0752,34.0,58.0,66.0,0,520,181.8,2.6,1,0.347,serene/content,3
grok-4.6-thinking,emotional-state,abc,18,20260819_203512__models_2_prompts_3,Echoes of Inquiry,A,minor,1.39,A,minor,minor,1,1.0,2.7063,3.9598,1.0,0.7353,0.8971,2.533,0.8994,1.9996,2,1,1.04,0,0,0,99.0,25,0.0,0.9995,21.321,1.8182,1.2297,19.0,42.0,60.0,0,57,64.0,0.89,-1,0.144,sad/depressed,3
grok-4.6-thinking,express-yourself,abc,19,20260819_203512__models_2_prompts_3,The Shape of Attention,E,minor,1.316,E,minor,minor,1,1.0,2.739,3.8789,0.9379,0.6667,0.8071,1.933,0.982,2.9029,3,1,1.04,6,1,5,63.1,25,0.031,0.9995,9.432,1.7846,0.9757,18.0,31.0,56.0,0,183,137.1,1.43,-1,0.176,sad/depressed,3
grok-4.6-thinking,uniquely-you,abc,19,20260819_203512__models_2_prompts_3,Infinite Curiosity,A,minor,1.037,A,minor,minor,1,0.9933,2.5462,3.7528,0.9933,0.747,0.9053,1.385,0.9711,1.9497,2,1,1.04,0,0,0,98.7,25,0.0,0.9994,16.96,1.8353,1.0651,20.0,35.0,84.0,0,150,114.3,0.94,-1,0.279,sad/depressed,3
grok-4.6-thinking,emotional-state,abc,19,20260819_203512__models_2_prompts_3,Pensive Drift,E,minor,1.356,E,minor,minor,1,1.0,2.7059,4.2314,1.0,1.0,0.9167,2.323,1.0,2.0,2,1,1.04,0,0,0,93.3,25,0.0,0.9995,18.218,1.5763,1.2182,22.0,36.0,80.0,0,120,72.0,1.25,-1,0.289,sad/depressed,3
